Gemeente;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
Putten;2;8,3;1;4,1;0;0
Raalte;3;8;2;5,3;0;0
Reimerswaal;3;13,2;3;13,2;0;0
Renkum;8;25,5;2;6,4;0;0
Renswoude;0;0;0;0;0;0
Reusel-De Mierden;1;7,6;2;15,3;0;0
Rheden;4;9,1;2;4,6;0;0
Rhenen;0;0;0;0;0;0
Ridderkerk;0;0;1;2,2;0;0
Rijssen-Holten;0;0;0;0;0;0
Rijswijk (ZH.);3;5,5;3;5,5;0;0
Roerdalen;1;4,9;1;4,9;0;0
Roermond;8;13,7;4;6,9;0;0
Roosendaal;6;7,8;1;1,3;0;0
Rotterdam;60;9,2;19;2,9;0;0
Rozendaal;2;117,4;1;58,7;0;0
Rucphen;1;4,4;1;4,4;0;0
Schagen;7;15,1;2;4,3;0;0
Scherpenzeel;0;0;0;0;0;0
Schiedam;1;1,3;2;2,5;0;0
Schiermonnikoog;0;0;0;0;0;0
Schouwen-Duiveland;1;3;1;3;0;0
's-Gravenhage (gemeente);26;4,8;12;2,2;0;0
's-Hertogenbosch;30;19,3;14;9;2;1,3
Simpelveld;3;28,4;1;9,5;0;0
Sint Anthonis;5;42,9;4;34,3;0;0
Sint-Michielsgestel;6;20,5;3;10,3;0;0
Sittard-Geleen;51;55,2;17;18,4;5;5,4
Sliedrecht;1;4;0;0;0;0
Sluis;2;8,6;2;8,6;0;0
Smallingerland;3;5,3;1;1,8;0;0
Soest;6;12,9;0;0;0;0
Someren;4;20,7;4;20,7;1;5,2
Son en Breugel;5;28,9;3;17,3;2;11,5
Stadskanaal;0;0;0;0;0;0
Staphorst;2;11,7;0;0;0;0
Stede Broec;1;4,6;1;4,6;0;0
Steenbergen;2;8,2;1;4,1;1;4,1
Steenwijkerland;1;2,3;1;2,3;0;0
Stein (L.);4;16;2;8;0;0
Stichtse Vecht;6;9,2;2;3,1;0;0
Súdwest-Fryslân;2;2,2;1;1,1;0;0
Terneuzen;3;5,5;3;5,5;0;0
Terschelling;0;0;0;0;0;0
Texel;0;0;1;7,4;0;0
Teylingen;2;5,3;1;2,7;0;0
Tholen;2;7,8;3;11,6;0;0
Tiel;4;9,5;4;9,5;0;0
Tilburg;108;49,1;41;18,7;7;3,2
Tubbergen;2;9,4;0;0;0;0
Twenterand;0;0;0;0;0;0
Tynaarlo;3;8,9;0;0;0;0
Tytsjerksteradiel;1;3,1;0;0;0;0
Uden;53;125,8;30;71,2;6;14,2
Uitgeest;0;0;0;0;0;0
Uithoorn;1;3,4;1;3,4;0;0
Urk;2;9,5;4;19;0;0
Utrecht (gemeente);69;19,3;12;3,4;0;0
Utrechtse Heuvelrug;7;14,1;0;0;0;0
Vaals;0;0;0;0;0;0
Valkenburg aan de Geul;3;18,3;0;0;0;0
Valkenswaard;1;3,2;1;3,2;0;0
Veendam;0;0;0;0;0;0
Veenendaal;1;1,5;3;4,5;0;0
Veere;1;4,6;0;0;0;0
Veldhoven;3;6,6;1;2,2;0;0
Velsen;7;10,2;2;2,9;0;0
Venlo;12;11,8;14;13,8;1;1
Venray;1;2,3;4;9,2;0;0
Vijfheerenlanden;7;12,3;2;3,5;0;0
Vlaardingen;2;2,7;2;2,7;0;0
Vlieland;0;0;0;0;0;0
Vlissingen;4;9;1;2,3;0;0
Voerendaal;3;24;2;16;0;0
Voorschoten;1;3,9;1;3,9;0;0
Voorst;1;4,1;1;4,1;0;0
Vught;8;30,1;4;15,1;0;0
Waadhoeke;0;0;0;0;0;0
Waalre;1;5,7;0;0;0;0
Waalwijk;9;18,5;4;8,2;0;0
Waddinxveen;1;3,4;1;3,4;0;0
Wageningen;1;2,5;1;2,5;0;0
Wassenaar;3;11,4;1;3,8;0;0
Waterland;5;28,7;2;11,5;0;0
Weert;0;0;6;12;0;0
Weesp;0;0;1;5,1;0;0
West Betuwe;7;13,7;1;2;0;0
West Maas en Waal;2;10,3;0;0;0;0
Westerkwartier;1;1,6;1;1,6;0;0
Westerveld;0;0;1;5,1;0;0
Westervoort;0;0;0;0;0;0
Westerwolde;0;0;0;0;0;0
Westland;6;5,4;5;4,5;0;0
Weststellingwerf;0;0;0;0;0;0
Westvoorne;2;13,6;0;0;0;0
Wierden;1;4,1;0;0;0;0
Wijchen;8;19,5;6;14,6;0;0
Wijdemeren;1;4,1;1;4,1;0;0
Wijk bij Duurstede;4;16,7;2;8,4;0;0
Winterswijk;0;0;0;0;0;0
Woensdrecht;0;0;0;0;0;0
Woerden;4;7,6;1;1,9;0;0
Wormerland;1;6,1;1;6,1;0;0
Woudenberg;2;15;0;0;0;0
Zaanstad;1;0,6;5;3,2;0;0
Zaltbommel;2;6,9;0;0;0;0
Zandvoort;2;11,7;0;0;0;0
Zeewolde;2;8,8;0;0;0;0
Zeist;11;16,9;1;1,5;0;0
Zevenaar;3;6,9;1;2,3;0;0
Zoetermeer;2;1,6;2;1,6;0;0
Zoeterwoude;0;0;0;0;0;0
Zuidplas;0;0;0;0;0;0
Zundert;6;27,5;4;18,3;1;4,6
Zutphen;1;2,1;2;4,2;0;0
Zwartewaterland;6;26,4;1;4,4;0;0
Zwijndrecht;5;11,2;3;6,7;0;0
Zwolle;15;11,6;1;0,8;0;0
