Date_measurement,RWZI_AWZI_code,RWZI_AWZI_name,X_coordinate,Y_coordinate,Postal_code,Security_region_code,Security_region_name,Percentage_in_security_region,RNA_per_ml,Representative_measurement,RNA_flow_per_100000
2020-08-27,2011,Leeuwarden,184401,578940,8937AN,VR02,Friesland,1,59,TRUE,
2020-08-27,23002,Terneuzen,46894,368651,4538BJ,VR19,Zeeland,1,59,TRUE,
2020-08-28,6005,Almere,145400,490200,1332AG,VR25,Flevoland,1,627,TRUE,
2020-08-28,6003,Dronten,177400,505500,8251KM,VR25,Flevoland,1,0,TRUE,
2020-08-28,1033,Garmerwolde,240219,585040,9798TC,VR01,Groningen,1,0,TRUE,
2020-08-28,32002,Tilburg,132554,401565,5048TD,VR20,Midden- en West-Brabant,1,328,TRUE,
2020-08-28,4027,Tollebeek,175622,521799,8309PP,VR25,Flevoland,1,24,TRUE,
2020-08-29,10027,Amersfoort,152483,464648,3812RH,VR09,Utrecht,1,178,TRUE,
2020-08-29,2021,Damwoude,197783,588948,9113AV,VR02,Friesland,1,0,TRUE,
2020-08-29,8021,Ede,170941,450113,6715AT,VR07,Gelderland-Midden,1,201,TRUE,
2020-08-29,2038,Franeker,166837,577207,8801JW,VR02,Friesland,1,0,TRUE,
2020-08-29,29003,Land van Cuijk,189957,411781,5443PL,VR21,Brabant-Noord,1,165,TRUE,
2020-08-29,5012,Oldenzaal,257703,481136,7576PE,VR05,Twente,1,371,TRUE,
2020-08-29,10020,Woudenberg,158675,455096,3931MR,VR07,Gelderland-Midden,"0,341985268",0,TRUE,
2020-08-29,10020,Woudenberg,158675,455096,3931MR,VR09,Utrecht,"0,658014732",0,TRUE,
2020-08-30,28003,Aarle-Rixtel,174610,391423,5735SC,VR21,Brabant-Noord,"0,004472086",63,TRUE,
2020-08-30,28003,Aarle-Rixtel,174610,391423,5735SC,VR22,Brabant-Zuidoost,"0,995527914",63,TRUE,
2020-08-30,27008,'s Hertogenbosch,147493,415446,5221CD,VR21,Brabant-Noord,1,122,TRUE,
2020-08-30,28005,Dinther,165227,405407,5473XL,VR21,Brabant-Noord,1,97,TRUE,
2020-08-30,2012,Drachten,200760,569642,9206AG,VR02,Friesland,1,0,TRUE,
2020-08-30,10037,Loenen,129000,470700,3634BA,VR09,Utrecht,1,65,TRUE,
2020-08-30,27010,Sint-Oedenrode,159021,396687,5492VB,VR21,Brabant-Noord,"0,29726163",268,TRUE,
2020-08-30,27010,Sint-Oedenrode,159021,396687,5492VB,VR22,Brabant-Zuidoost,"0,70273837",268,TRUE,
2020-08-30,21001,Walcheren,31809,385219,4389VM,VR19,Zeeland,1,0,TRUE,
2020-08-30,18006,Westerschouwen,42833,412362,4328NP,VR19,Zeeland,1,0,TRUE,
2020-08-31,6005,Almere,145400,490200,1332AG,VR25,Flevoland,1,454,TRUE,
2020-08-31,12006,Alkmaar,110983,517113,1817ET,VR10,Noord-Holland-Noord,1,110,TRUE,
2020-08-31,8022,Apeldoorn,194895,472607,7317AX,VR06,Noord- en Oost-Gelderland,1,51,TRUE,
2020-08-31,12022,Beverwijk,106373,498868,1948NS,VR12,Kennemerland,"0,435961337",110,TRUE,
2020-08-31,12022,Beverwijk,106373,498868,1948NS,VR10,Noord-Holland-Noord,"0,107744265",110,TRUE,
2020-08-31,12022,Beverwijk,106373,498868,1948NS,VR11,Zaanstreek-Waterland,"0,456294399",110,TRUE,
2020-08-31,8017,Epe,196608,484240,8161PH,VR06,Noord- en Oost-Gelderland,1,0,TRUE,
2020-08-31,15008,Harnaschpolder,81598,447803,2635BX,VR15,Haaglanden,"0,959505899",262,TRUE,
2020-08-31,15008,Harnaschpolder,81598,447803,2635BX,VR16,Hollands-Midden,"0,004198207",262,TRUE,
2020-08-31,15008,Harnaschpolder,81598,447803,2635BX,VR17,Rotterdam-Rijnmond,"0,036295894",262,TRUE,
2020-08-31,15005,Houtrust,78484,455921,2566GJ,VR15,Haaglanden,1,672,TRUE,
2020-08-31,13033,Leiden Zuid-west,92339,461320,2324AB,VR15,Haaglanden,"0,007372899",35,TRUE,
2020-08-31,13033,Leiden Zuid-west,92339,461320,2324AB,VR16,Hollands-Midden,"0,992627101",35,TRUE,
2020-08-31,6004,Lelystad,158268,501627,8243PE,VR25,Flevoland,1,158,TRUE,
2020-08-31,10009,Utrecht,135481,458130,3552TJ,VR09,Utrecht,1,534,TRUE,
2020-08-31,6006,Zeewolde,163136,485509,3899AW,VR25,Flevoland,1,41,TRUE,
2020-09-01,11014,Amsterdam West,114580,490289,1046BS,VR13,Amsterdam-Amstelland,"0,989553131",719,TRUE,
2020-09-01,11014,Amsterdam West,114580,490289,1046BS,VR09,Utrecht,"0,010446869",719,TRUE,
2020-09-01,9013,Asperen,136056,432812,4147CV,VR08,Gelderland-Zuid,1,0,TRUE,
2020-09-01,3001,Beilen,228900,542000,9411VR,VR03,Drenthe,1,0,TRUE,
2020-09-01,9017,Bergharen,172712,428608,6617KE,VR08,Gelderland-Zuid,1,50,TRUE,
2020-09-01,12023,Den Helder,115228,547921,1786PS,VR10,Noord-Holland-Noord,1,83,TRUE,
2020-09-01,4019,Deventer,205851,476223,7414KA,VR04,IJsselland,1,0,TRUE,
2020-09-01,10008,Driebergen,146869,451529,3972EH,VR09,Utrecht,1,208,TRUE,
2020-09-01,3033,Echten,224791,525338,7909HS,VR03,Drenthe,"0,969794629",40,TRUE,
2020-09-01,3033,Echten,224791,525338,7909HS,VR04,IJsselland,"0,030205371",40,TRUE,
2020-09-01,5002,Enschede,254652,472540,7547AM,VR05,Twente,1,148,TRUE,
2020-09-01,2015,Gorredijk,199899,558357,8401JD,VR02,Friesland,1,100,TRUE,
2020-09-01,2022,Joure,180039,554315,8512AT,VR02,Friesland,1,0,TRUE,
2020-09-01,4023,Kampen,188724,509149,8263CH,VR04,IJsselland,1,62,TRUE,
2020-09-01,2011,Leeuwarden,184401,578940,8937AN,VR02,Friesland,1,174,TRUE,
2020-09-01,13030,Leimuiden,104642,470631,2451VX,VR16,Hollands-Midden,"0,855650522",35,TRUE,
2020-09-01,13030,Leimuiden,104642,470631,2451VX,VR12,Kennemerland,"0,144349478",35,TRUE,
2020-09-01,3014,Meppel,209500,525000,7942HZ,VR03,Drenthe,"0,724734678",0,TRUE,
2020-09-01,3014,Meppel,209500,525000,7942HZ,VR04,IJsselland,"0,275265322",0,TRUE,
2020-09-01,13038,Nieuwveen,112426,466225,2441LB,VR16,Hollands-Midden,1,0,TRUE,
2020-09-01,9024,Nijmegen,183502,429077,6551DK,VR08,Gelderland-Zuid,1,77,TRUE,
2020-09-01,17054,Piershil,83701,423791,3265LC,VR18,Zuid-Holland-Zuid,1,0,TRUE,
2020-09-01,4021,Raalte,214653,490119,8101NJ,VR04,IJsselland,"0,96571788",0,TRUE,
2020-09-01,4021,Raalte,214653,490119,8101NJ,VR05,Twente,"0,03428212",0,TRUE,
2020-09-01,17011,Ridderkerk,101964,431762,2984BP,VR17,Rotterdam-Rijnmond,1,386,TRUE,
2020-09-01,1039,Scheemda,262970,576581,9679TW,VR01,Groningen,1,0,TRUE,
2020-09-01,3027,Smilde,226104,551047,9422JK,VR03,Drenthe,1,0,TRUE,
2020-09-01,4020,Steenwijk,203100,533300,8331PH,VR04,IJsselland,1,0,TRUE,
2020-09-01,2037,Warns,155244,544925,8722HN,VR02,Friesland,1,0,TRUE,
2020-09-01,12021,Wervershoof,137975,527101,1693HC,VR10,Noord-Holland-Noord,1,0,TRUE,
2020-09-01,4026,Zwolle,199604,502805,8042PK,VR04,IJsselland,1,152,TRUE,
2020-09-02,9016,Arnhem,187878,442241,6841HJ,VR07,Gelderland-Midden,"0,864490095",134,TRUE,
2020-09-02,9016,Arnhem,187878,442241,6841HJ,VR08,Gelderland-Zuid,"0,135509905",134,TRUE,
2020-09-02,3010,Assen,234705,558203,9403AK,VR03,Drenthe,1,91,TRUE,
2020-09-02,28002,Asten,180032,377360,5725TB,VR22,Brabant-Zuidoost,1,0,TRUE,
2020-09-02,7022,Etten,218761,438451,7061GK,VR06,Noord- en Oost-Gelderland,1,0,TRUE,
2020-09-02,13010,Haarlem Waarderpolder,105881,489932,2031BH,VR12,Kennemerland,1,92,TRUE,
2020-09-02,16010,Kralingseveer,96982,435734,2909LM,VR17,Rotterdam-Rijnmond,1,319,TRUE,
2020-09-02,30007,Bosscherveld,175697,319239,6219NW,VR24,Limburg-Zuid,1,416,TRUE,
2020-09-02,30023,Panheel,189132,354020,6097NE,VR23,Limburg-Noord,1,0,TRUE,
2020-09-02,30011,Simpelveld,196000,316000,6369XV,VR24,Limburg-Zuid,1,0,TRUE,
2020-09-02,3028,Sleen,249969,532246,7841BP,VR03,Drenthe,1,0,TRUE,
2020-09-02,1008,Stadskanaal,260571,559393,9501LH,VR01,Groningen,1,104,TRUE,
2020-09-02,30022,Susteren,186972,341598,6114RG,VR23,Limburg-Noord,"0,321863866",37,TRUE,
2020-09-02,30022,Susteren,186972,341598,6114RG,VR24,Limburg-Zuid,"0,678136134",37,TRUE,
2020-09-02,23002,Terneuzen,46894,368651,4538BJ,VR19,Zeeland,1,0,TRUE,
2020-09-02,3023,Tweede Exloermond,260088,548924,7571BM,VR03,Drenthe,1,0,TRUE,
2020-09-02,30017,Venlo,208583,377116,5928NM,VR23,Limburg-Noord,1,337,TRUE,
2020-09-02,30020,Venray,196603,395898,5804CG,VR23,Limburg-Noord,1,0,TRUE,
2020-09-02,7016,Winterswijk,245363,444972,7103AX,VR06,Noord- en Oost-Gelderland,1,0,TRUE,
2020-09-03,25001,Rijen,122799,401716,5121PH,VR20,Midden- en West-Brabant,1,33,TRUE,
2020-09-03,6003,Dronten,177400,505500,8251KM,VR25,Flevoland,1,50,TRUE,
2020-09-03,1033,Garmerwolde,240219,585040,9798TC,VR01,Groningen,1,144,TRUE,
2020-09-03,25020,Kaatsheuvel,129083,407604,5171VG,VR20,Midden- en West-Brabant,1,180,TRUE,
2020-09-03,25013,Riel,129443,393499,5133AB,VR20,Midden- en West-Brabant,1,262,TRUE,
2020-09-03,4027,Tollebeek,175622,521799,8309PP,VR25,Flevoland,1,53,TRUE,
2020-09-03,25003,Waalwijk,133200,413700,5145PX,VR20,Midden- en West-Brabant,1,55,TRUE,
2020-09-04,8021,Ede,170941,450113,6715AT,VR07,Gelderland-Midden,1,0,TRUE,
2020-09-04,10020,Woudenberg,158675,455096,3931MR,VR07,Gelderland-Midden,"0,341985268",0,TRUE,
2020-09-04,10020,Woudenberg,158675,455096,3931MR,VR09,Utrecht,"0,658014732",0,TRUE,
2020-09-04,29003,Land van Cuijk,190002,412063,5443PL,VR21,Brabant-Noord,1,0,TRUE,
2020-09-04,28002,Asten,179800,378200,5725TB,VR22,Brabant-Zuidoost,1,37,TRUE,
2020-09-04,25008,Ossendrecht,80900,378500,4641JM,VR20,Midden- en West-Brabant,1,58,TRUE,
2020-09-04,25012,Putte,85400,375600,4645GZ,VR20,Midden- en West-Brabant,1,187,TRUE,
2020-09-04,5012,Oldenzaal,257703,481136,7576PE,VR05,Twente,1,129,TRUE,
2020-09-04,10027,Amersfoort,152483,464648,3812RH,VR09,Utrecht,1,210,TRUE,
2020-09-04,28006,Vinkel,159118,412520,5382JE,VR21,Brabant-Noord,1,373,TRUE,
2020-09-04,11010,Weesp,129985,481231,1382JT,VR14,Gooi en Vechtstreek,1,126,TRUE,
2020-09-04,11004,Hilversum,142826,470610,1223LE,VR14,Gooi en Vechtstreek,1,363,TRUE,
2020-09-04,11012,Huizen,145022,480262,1271AA,VR14,Gooi en Vechtstreek,1,509,TRUE,
2020-09-04,11013,Horstermeer,134412,474487,1394AH,VR14,Gooi en Vechtstreek,1,655,TRUE,
2020-09-05,27008,'s Hertogenbosch,147831,414700,5221CD,VR21,Brabant-Noord,1,0,TRUE,
2020-09-05,5025,Den Ham,228453,497777,7683PC,VR05,Twente,1,0,TRUE,
2020-09-05,4024,Hardenberg,237908,506639,7691PZ,VR04,IJsselland,1,0,TRUE,
2020-09-05,4025,Dalfsen,212700,502900,7722PA,VR04,Ijsselland,1,0,TRUE,
2020-09-05,4018,Heino,210430,495113,8141NS,VR04,IJsselland,1,0,TRUE,
2020-09-05,4030,Hessenpoort,207700,505031,8028PP,VR04,IJsselland,1,0,TRUE,
2020-09-05,9017,Bergharen,172712,428608,6617KE,VR08,Gelderland-Zuid,1,0,TRUE,
2020-09-05,9027,Druten,169058,433793,6651BP,VR08,Gelderland-Zuid,1,0,TRUE,
2020-09-05,9010,Groesbeek,194179,419116,6562KK,VR08,Gelderland-Zuid,1,0,TRUE,
2020-09-05,1046,Bellingwolde,274900,573000,9695XA,VR01,Groningen,1,0,TRUE,
2020-09-05,1027,Oude Pekela,264800,571136,9665BZ,VR01,Groningen,1,0,TRUE,
2020-09-05,1040,Vriescheloo,271700,565370,9699TD,VR01,Groningen,1,0,TRUE,
2020-09-05,4021,Raalte,214653,490119,8101NJ,VR04,IJsselland,"0,96571788",14,TRUE,
2020-09-05,4021,Raalte,214653,490119,8101NJ,VR05,Twente,"0,03428212",14,TRUE,
2020-09-05,9020,Overasselt,183549,418860,6611LA,VR08,Gelderland-Zuid,1,29,TRUE,
2020-09-05,28003,Aarle-Rixtel,174610,391423,5735SC,VR21,Brabant-Noord,"0,004472086",77,TRUE,
2020-09-05,28003,Aarle-Rixtel,174610,391423,5735SC,VR22,Brabant-Zuidoost,"0,995527914",77,TRUE,
2020-09-05,9030,Maasbommel,164300,426800,6627AV,VR08,Gelderland-Zuid,1,78,TRUE,
2020-09-05,10031,Breukelen,128100,464100,3621MX,VR09,Utrecht,1,82,TRUE,
2020-09-05,4006,Olst,204280,484839,8122EE,VR04,IJsselland,1,192,TRUE,
2020-09-05,10036,Houten,137418,448864,3992LK,VR09,Utrecht,1,180,TRUE,
2020-09-05,10001,Zeist,142900,455400,3704GS,VR09,Utrecht,1,122,TRUE,
2020-09-05,28005,Dinther,165227,405407,5473XL,VR21,Brabant-Noord,1,149,TRUE,
2020-09-05,10003,De Bilt,140410,458920,3737AE,VR09,Utrecht,1,118,TRUE,
2020-09-05,9039,Dreumel,158613,426637,6621KX,VR08,Gelderland-Zuid,1,244,TRUE,
2020-09-05,10034,Ronde Venen,120600,469400,3641SM,VR09,Utrecht,1,140,TRUE,
2020-09-05,11006,Uithoorn,117073,472559,1422AJ,VR13,Amsterdam-Amstelland,1,207,TRUE,
2020-09-05,10037,Loenen,129000,470700,3634BA,VR09,Utrecht,1,233,TRUE,
2020-09-05,11005,Amstelveen,121063,480600,1183TN,VR13,Amsterdam-Amstelland,1,556,TRUE,
2020-09-06,9029,Aalst,137031,423217,5305TJ,VR08,Gelderland-Zuid,1,0,TRUE,
2020-09-06,17016,Alblasserdam,105800,429300,2952AT,VR18,Zuid-Holland-Zuid,1,0,TRUE,
2020-09-06,12006,Alkmaar,110983,517113,1817ET,VR10,Noord-Holland-Noord,1,676,TRUE,
2020-09-06,6005,Almere,145400,490200,1332AG,VR25,Flevoland,1,1423,TRUE,
2020-09-06,13049,Alphen Kerk en Zanen,102928,460234,2408AE,VR16,Hollands-Midden,1,219,TRUE,
2020-09-06,13035,Alphen Noord,106240,461275,2406LJ,VR16,Hollands-Midden,1,934,TRUE,
2020-09-06,17004,Ammerstol,115000,438100,2865AG,VR16,Hollands-Midden,1,99,TRUE,
2020-09-06,8022,Apeldoorn,194895,472607,7317AX,VR06,Noord- en Oost-Gelderland,1,96,TRUE,
2020-09-06,12014,Beemster,123000,503600,1461GD,VR10,Noord-Holland-Noord,"0,064137151",412,TRUE,
2020-09-06,12014,Beemster,123000,503600,1461GD,VR11,Zaanstreek-Waterland,"0,935862849",412,TRUE,
2020-09-06,17002,Bergambacht,113800,439300,2861CD,VR16,Hollands-Midden,1,0,TRUE,
2020-09-06,17068,Berkenwoude,108000,438000,2825AB,VR16,Hollands-Midden,1,144,TRUE,
2020-09-06,12022,Beverwijk,106373,498868,1948NS,VR12,Kennemerland,"0,435961337",590,TRUE,
2020-09-06,12022,Beverwijk,106373,498868,1948NS,VR10,Noord-Holland-Noord,"0,107744265",590,TRUE,
2020-09-06,12022,Beverwijk,106373,498868,1948NS,VR11,Zaanstreek-Waterland,"0,456294399",590,TRUE,
2020-09-06,27011,Biest-Houtakker,140100,390200,5084HW,VR22,Brabant-Zuidoost,"0,130256657",711,TRUE,
2020-09-06,27011,Biest-Houtakker,140100,390200,5084HW,VR20,Midden- en West-Brabant,"0,869743343",711,TRUE,
2020-09-06,13042,Bodegraven,110267,455080,2411NB,VR16,Hollands-Midden,1,197,TRUE,
2020-09-06,17074,Den Bommel,77500,415800,3258LZ,VR17,Rotterdam-Rijnmond,1,7,TRUE,
2020-09-06,25023,Dongemond,117927,409666,4905BP,VR20,Midden- en West-Brabant,1,72,TRUE,
2020-09-06,8017,Epe,196608,484240,8161PH,VR06,Noord- en Oost-Gelderland,1,98,TRUE,
2020-09-06,9037,Gorinchem ,128920,427820,4213KC,VR08,Gelderland-Zuid,"0,161238223",310,TRUE,
2020-09-06,9037,Gorinchem ,128920,427820,4213KC,VR18,Zuid-Holland-Zuid,"0,838761777",310,TRUE,
2020-09-06,17065,Groot-Ammers,118611,438691,2964AM,VR16,Hollands-Midden,"0,373528879",34,TRUE,
2020-09-06,17065,Groot-Ammers,118611,438691,2964AM,VR09,Utrecht,"0,135795763",34,TRUE,
2020-09-06,17065,Groot-Ammers,118611,438691,2964AM,VR18,Zuid-Holland-Zuid,"0,490675358",34,TRUE,
2020-09-06,9040,Haaften,143762,426073,4175LN,VR08,Gelderland-Zuid,1,0,TRUE,
2020-09-06,27009,Haaren,143700,399800,5076NA,VR21,Brabant-Noord,"0,2870421",195,TRUE,
2020-09-06,27009,Haaren,143700,399800,5076NA,VR20,Midden- en West-Brabant,"0,7129579",195,TRUE,
2020-09-06,13012,Haarlem Schalkwijk,106080,487038,2035RB,VR12,Kennemerland,1,443,TRUE,
2020-09-06,27005,Hapert,144800,376500,5527JR,VR22,Brabant-Zuidoost,1,2124,TRUE,
2020-09-06,17026,Hardinxveld-Giessendam,117200,426100,3371EN,VR18,Zuid-Holland-Zuid,1,0,TRUE,
2020-09-06,17062,Heenvliet,76600,431700,3218LE,VR17,Rotterdam-Rijnmond,1,0,TRUE,
2020-09-06,12001,Heiloo,109900,512100,1851LR,VR10,Noord-Holland-Noord,1,0,TRUE,
2020-09-06,13041,Katwijk,90260,468690,2222AG,VR16,Hollands-Midden,1,102,TRUE,
2020-09-06,12016,Katwoude,130800,499500,1145PW,VR11,Zaanstreek-Waterland,1,189,TRUE,
2020-09-06,13046,Leiden Noord,93905,465514,2318BZ,VR16,Hollands-Midden,1,4386,TRUE,
2020-09-06,13033,Leiden Zuid-west,92339,461320,2324AB,VR15,Haaglanden,"0,007372899",30,TRUE,
2020-09-06,13033,Leiden Zuid-west,92339,461320,2324AB,VR16,Hollands-Midden,"0,992627101",30,TRUE,
2020-09-06,6004,Lelystad,158268,501627,8243PE,VR25,Flevoland,1,920,TRUE,
2020-09-06,17075,Ooltgensplaat,83750,409858,3257LW,VR17,Rotterdam-Rijnmond,1,0,TRUE,
2020-09-06,17040,Oostvoorne,67633,437263,3233LT,VR17,Rotterdam-Rijnmond,1,81,TRUE,
2020-09-06,17013,Papendrecht,107800,426600,3354AW,VR18,Zuid-Holland-Zuid,1,204,TRUE,
2020-09-06,17057,Rozenburg,75200,437200,3181LK,VR17,Rotterdam-Rijnmond,1,307,TRUE,
2020-09-06,27010,Sint-Oedenrode,159021,396687,5492VB,VR21,Brabant-Noord,"0,29726163",319,TRUE,
2020-09-06,27010,Sint-Oedenrode,159021,396687,5492VB,VR22,Brabant-Zuidoost,"0,70273837",319,TRUE,
2020-09-06,17052,Sliedrecht,114500,427000,3364BC,VR18,Zuid-Holland-Zuid,1,165,TRUE,
2020-09-06,27006,Soerendonk,169275,369189,6027RC,VR22,Brabant-Zuidoost,1,0,TRUE,
2020-09-06,13048,Waddinxveen Randenburg,105547,452319,2741KR,VR16,Hollands-Midden,1,175,TRUE,
2020-09-06,14002,Woerden,118500,455400,3449HJ,VR16,Hollands-Midden,"0,110441357",5752,TRUE,
2020-09-06,14002,Woerden,118500,455400,3449HJ,VR09,Utrecht,"0,889558643",5752,TRUE,
2020-09-06,12010,Zaandam-Oost,119024,493720,1504NX,VR11,Zaanstreek-Waterland,1,710,TRUE,
2020-09-06,6006,Zeewolde,163136,485509,3899AW,VR25,Flevoland,1,349,TRUE,
2020-09-07,4019,Deventer,205851,476223,7414KA,VR04,IJsselland,1,,TRUE,0
2020-09-07,30016,Heugem,178114,314163,6247EN,VR24,Limburg-Zuid,1,,TRUE,0
2020-09-07,30005,Weert,179300,364200,6001AC,VR23,Limburg-Noord,1,,TRUE,0
2020-09-07,10025,Bunnik,143500,452800,3981AK,VR09,Utrecht,1,,TRUE,0
2020-09-07,15004,Nieuwe Waterweg,70200,442700,3151XE,VR15,Haaglanden,"0,841309046",,TRUE,0
2020-09-07,15004,Nieuwe Waterweg,70200,442700,3151XE,VR17,Rotterdam-Rijnmond,"0,158690954",,TRUE,0
2020-09-07,9026,Dodewaard,172000,436900,6669CX,VR08,Gelderland-Zuid,1,,TRUE,0
2020-09-07,1034,Feerwerd,227800,591300,9892TC,VR01,Groningen,1,,TRUE,0
2020-09-07,1031,Gaarkeuken,217500,585000,9821TJ,VR01,Groningen,1,,TRUE,0
2020-09-07,17048,Goedereede,59100,427100,3252LV,VR17,Rotterdam-Rijnmond,1,,TRUE,0
2020-09-07,13030,Leimuiden,104642,470631,2451VX,VR16,Hollands-Midden,"0,855650522",,TRUE,0
2020-09-07,13030,Leimuiden,104642,470631,2451VX,VR12,Kennemerland,"0,144349478",,TRUE,0
2020-09-07,10038,Lopik,125557,442432,3411ML,VR16,Hollands-Midden,1,,TRUE,0
2020-09-07,9042,Millingen aan de Rijn,198791,430874,6579JC,VR08,Gelderland-Zuid,1,,TRUE,0
2020-09-07,25017,Nieuwveer,107848,404705,4823ZJ,VR20,Midden- en West-Brabant,1,,TRUE,0
2020-09-07,13047,Nieuwe Wetering,101950,469745,2376BE,VR16,Hollands-Midden,1,,TRUE,0
2020-09-07,10032,Oudewater,118424,448016,3421GK,VR09,Utrecht,1,,TRUE,0
2020-09-07,9015,Valburg,182136,435694,6675BM,VR07,Gelderland-Midden,1,,TRUE,0
2020-09-07,25014,Waspik,124200,413000,5165NM,VR20,Midden- en West-Brabant,1,,TRUE,0
2020-09-07,10029,Wijk Bij Duurstede,149593,442642,3961MT,VR09,Utrecht,1,,TRUE,0
2020-09-07,9032,Zetten,177316,438939,6668AA,VR07,Gelderland-Midden,1,,TRUE,0
2020-09-07,1025,Zuidhorn 1,221500,585400,9801TA,VR01,Groningen,1,,TRUE,0
2020-09-07,1023,Zuidhorn 2,221500,585400,9801TA,VR01,Groningen,1,,TRUE,0
2020-09-07,4026,Zwolle,199604,502805,8042PK,VR04,IJsselland,1,,TRUE,771147472004
2020-09-07,26005,Sleeuwijk,123500,425300,4254LB,VR20,Midden- en West-Brabant,1,,TRUE,855531551224
2020-09-07,30018,Meijel,188600,373400,5768PC,VR23,Limburg-Noord,1,,TRUE,839494109937
2020-09-07,30024,Roermond,197034,359054,6041AH,VR23,Limburg-Noord,1,,TRUE,966620234549
2020-09-07,30025,Gennep,194872,413098,6591BK,VR23,Limburg-Noord,1,,TRUE,1015312712099
2020-09-07,25019,Chaam,117900,391600,4861TA,VR20,Midden- en West-Brabant,1,,TRUE,1158957286776
2020-09-07,30003,Limmel,177400,320200,6222NL,VR24,Limburg-Zuid,1,,TRUE,1351914388612
2020-09-07,1029,Leek,220680,574356,9351NS,VR01,Groningen,1,,TRUE,1463240359560
2020-09-07,12026,Oosthuizen,128400,510300,1474HM,VR11,Zaanstreek-Waterland,1,,TRUE,1491842850943
2020-09-07,4023,Kampen,188724,509149,8263CH,VR04,IJsselland,1,,TRUE,1558605067711
2020-09-07,13038,Nieuwveen,112426,466225,2441LB,VR16,Hollands-Midden,1,,TRUE,2111913338256
2020-09-07,9038,Gendt,193433,431657,6691MN,VR07,Gelderland-Midden,1,,TRUE,2206509031616
2020-09-07,12013,Geestmerambacht,111056,523200,1749CL,VR10,Noord-Holland-Noord,1,,TRUE,2240854473420
2020-09-07,25001,Rijen,122799,401716,5121PH,VR20,Midden- en West-Brabant,1,,TRUE,2738957924756
2020-09-07,17055,Middelharnis,71600,420700,3241LP,VR17,Rotterdam-Rijnmond,1,,TRUE,2914076428740
2020-09-07,17056,Oude Tonge,71500,411300,3255LV,VR17,Rotterdam-Rijnmond,1,,TRUE,3048485598032
2020-09-07,25020,Kaatsheuvel,129083,407604,5171VG,VR20,Midden- en West-Brabant,1,,TRUE,4194662330503
2020-09-07,15008,Harnaschpolder,81598,447803,2635BX,VR15,Haaglanden,"0,959505899",,TRUE,5337737806969
2020-09-07,15008,Harnaschpolder,81598,447803,2635BX,VR16,Hollands-Midden,"0,004198207",,TRUE,5337737806969
2020-09-07,15008,Harnaschpolder,81598,447803,2635BX,VR17,Rotterdam-Rijnmond,"0,036295894",,TRUE,5337737806969
2020-09-07,12021,Wervershoof,137975,527101,1693HC,VR10,Noord-Holland-Noord,1,,TRUE,5497605813911
2020-09-07,25003,Waalwijk,133200,413700,5145PX,VR20,Midden- en West-Brabant,1,,TRUE,5724188620452
2020-09-07,13023,Noordwijk,90748,470767,2201AH,VR16,Hollands-Midden,1,,TRUE,6080976574038
2020-09-07,12023,Den Helder,115228,547921,1786PS,VR10,Noord-Holland-Noord,1,,TRUE,6534451714279
2020-09-07,1032,Marum,213502,574380,9363TG,VR01,Groningen,1,,TRUE,6881618403581
2020-09-07,16010,Kralingseveer,96837,435900,2909LM,VR17,Rotterdam-Rijnmond,1,,TRUE,7923266922595
2020-09-07,16009,Kortenoord,103000,442900,2911BS,VR16,Hollands-Midden,"0,777027027",,TRUE,7995591069602
2020-09-07,16009,Kortenoord,103000,442900,2911BS,VR17,Rotterdam-Rijnmond,"0,222972973",,TRUE,7995591069602
2020-09-07,13004,Heemstede,103942,484268,2102LS,VR12,Kennemerland,1,,TRUE,11106792744783
2020-09-07,25026,Baarle-Nassau,121073,384500,5113TC,VR20,Midden- en West-Brabant,1,,TRUE,11122878654416
2020-09-07,16011,Groenedijk,101000,438100,2904LB,VR17,Rotterdam-Rijnmond,1,,TRUE,12711340860543
2020-09-07,10024,Montfoort,124219,450515,3417XK,VR09,Utrecht,1,,TRUE,13705605570756
2020-09-07,10012,De Meern,128630,455740,3454HE,VR09,Utrecht,1,,TRUE,13982821659162
2020-09-07,15007,De Groote Lucht,80108,435452,3133KA,VR15,Haaglanden,"0,093925536",,TRUE,14450231440910
2020-09-07,15007,De Groote Lucht,80108,435452,3133KA,VR17,Rotterdam-Rijnmond,"0,906074464",,TRUE,14450231440910
2020-09-07,17076,Schelluinen,123868,428442,4209SZ,VR09,Utrecht,"0,168927733",,TRUE,16190441166189
2020-09-07,17076,Schelluinen,123868,428442,4209SZ,VR18,Zuid-Holland-Zuid,"0,831072267",,TRUE,16190441166189
2020-09-07,31005,Westpoort,115200,491871,1045AR,VR13,Amsterdam-Amstelland,1,,TRUE,15933807822745
2020-09-07,11014,Amsterdam West,114580,490289,1046BS,VR13,Amsterdam-Amstelland,"0,989553131",,TRUE,17829210126735
2020-09-07,11014,Amsterdam West,114580,490289,1046BS,VR09,Utrecht,"0,010446869",,TRUE,17829210126735
2020-09-07,10035,Rhenen,164900,442800,3911TZ,VR09,Utrecht,1,,TRUE,21983350465332
2020-09-07,15005,Houtrust,78484,455921,2566GJ,VR15,Haaglanden,1,,TRUE,29136493919900
2020-09-08,1039,Scheemda,262970,576581,9679TW,VR01,Groningen,1,,TRUE,0
2020-09-08,2025,Akkrum,185000,562100,8491EK,VR02,Friesland,1,,TRUE,0
