Date_measurement,RWZI_AWZI_code,RWZI_AWZI_name,X_coordinate,Y_coordinate,Postal_code,Security_region_code,Security_region_name,Percentage_in_security_region,RNA_per_ml,Representative_measurement,RNA_flow_per_100000
2020-09-11,16011,Groenedijk,101000,438100,2904LB,VR17,Rotterdam-Rijnmond,1,,TRUE,13337734297437
2020-09-11,11005,Amstelveen,121063,480600,1183TN,VR13,Amsterdam-Amstelland,1,,TRUE,17396721446775
2020-09-12,23002,Terneuzen,46894,368651,4538BJ,VR19,Zeeland,1,,TRUE,0
2020-09-12,6006,Zeewolde,163136,485509,3899AW,VR25,Flevoland,1,,TRUE,0
2020-09-12,5005,Tubbergen,248825,492193,7651LR,VR05,Twente,1,,TRUE,0
2020-09-12,5004,Vriezenveen,239758,491849,7671SP,VR05,Twente,1,,TRUE,0
2020-09-12,8023,Brummen,209700,456400,6971JE,VR06,Noord- en Oost-Gelderland,1,,TRUE,1218526702698
2020-09-12,8025,Terwolde,205300,475000,7396NB,VR06,Noord- en Oost-Gelderland,1,,TRUE,1943175954655
2020-09-12,8017,Epe,196608,484240,8161PH,VR06,Noord- en Oost-Gelderland,1,,TRUE,2273262879237
2020-09-12,8022,Apeldoorn,194895,472607,7317AX,VR06,Noord- en Oost-Gelderland,1,,TRUE,3242787207701
2020-09-12,5002,Enschede,254652,472540,7547AM,VR05,Twente,1,,TRUE,3350402987496
2020-09-12,5017,Hengelo,249456,477675,7556BP,VR05,Twente,1,,TRUE,3701694268994
2020-09-12,5018,Ootmarsum,259958,492709,7637PG,VR05,Twente,1,,TRUE,3750493407085
2020-09-12,5020,Almelo-Sumpel,239299,484446,7609BZ,VR05,Twente,1,,TRUE,4060152437460
2020-09-12,6004,Lelystad,158268,501627,8243PE,VR25,Flevoland,1,,TRUE,5060385999957
2020-09-12,8011,Harderwijk,171615,485571,3846AV,VR07,Gelderland-Midden,"0,088236664",,TRUE,7241685536027
2020-09-12,8011,Harderwijk,171615,485571,3846AV,VR06,Noord- en Oost-Gelderland,"0,911763336",,TRUE,7241685536027
2020-09-12,8026,Hattem,199400,499900,8051KE,VR06,Noord- en Oost-Gelderland,1,,TRUE,10188049694212
2020-09-12,6005,Almere,145400,490200,1332AG,VR25,Flevoland,1,,TRUE,18330215498149
2020-09-13,1046,Bellingwolde,274900,573000,9695XA,VR01,Groningen,1,,TRUE,0
2020-09-13,1027,Oude Pekela,264800,571136,9665BZ,VR01,Groningen,1,,TRUE,0
2020-09-13,19001,Sint Maartensdijk,63979,397049,4695PP,VR19,Zeeland,1,,TRUE,0
2020-09-13,30025,Gennep,194872,413098,6591BK,VR23,Limburg-Noord,1,,TRUE,0
2020-09-13,13034,Lisse,98792,473411,2162CN,VR16,Hollands-Midden,1,,TRUE,0
2020-09-13,13038,Nieuwveen,112426,466225,2441LB,VR16,Hollands-Midden,1,,TRUE,0
2020-09-13,13047,Nieuwe Wetering,101950,469745,2376BE,VR16,Hollands-Midden,1,,TRUE,0
2020-09-13,17055,Middelharnis,71600,420700,3241LP,VR17,Rotterdam-Rijnmond,1,,TRUE,0
2020-09-13,4006,Olst,204280,484839,8122EE,VR04,IJsselland,1,,TRUE,678467345809
2020-09-13,20011,Willem Annapolder,54023,385562,4421RT,VR19,Zeeland,1,,TRUE,926212117394
2020-09-13,3034,Coevorden,245000,518100,7741LE,VR03,Drenthe,"0,76429746",,TRUE,983925794463
2020-09-13,3034,Coevorden,245000,518100,7741LE,VR04,IJsselland,"0,23570254",,TRUE,983925794463
2020-09-13,13030,Leimuiden,104642,470631,2451VX,VR16,Hollands-Midden,"0,855650522",,TRUE,1341726474268
2020-09-13,13030,Leimuiden,104642,470631,2451VX,VR12,Kennemerland,"0,144349478",,TRUE,1341726474268
2020-09-13,19003,Tholen,74853,395274,4691RZ,VR19,Zeeland,1,,TRUE,1477422715353
2020-09-13,3001,Beilen,228900,542000,9411VR,VR03,Drenthe,1,,TRUE,1550999531250
2020-09-13,4030,Hessenpoort,207700,505031,8028PP,VR04,IJsselland,1,,TRUE,1568899187637
2020-09-13,3028,Sleen,249969,532246,7841BP,VR03,Drenthe,1,,TRUE,2009049824137
2020-09-12,25023,Dongemond,117927,409666,4905BP,VR20,Midden- en West-Brabant,1,,TRUE,2164995126933
2020-09-13,3022,Emmen,255924,528133,7833HR,VR03,Drenthe,1,,TRUE,2113202859568
2020-09-13,1040,Vriescheloo,271700,565370,9699TD,VR01,Groningen,1,,TRUE,2158485141117
2020-09-13,9029,Aalst,137031,423217,5305TJ,VR08,Gelderland-Zuid,1,,TRUE,2557007629028
2020-09-13,17075,Ooltgensplaat,83750,409858,3257LW,VR17,Rotterdam-Rijnmond,1,,TRUE,3479545291743
2020-09-13,20009,Waarde,62300,383000,4414RH,VR19,Zeeland,1,,TRUE,3734538000854
2020-09-13,4020,Steenwijk,203100,533300,8331PH,VR04,IJsselland,1,,TRUE,5067395237875
2020-09-13,9037,Gorinchem,128920,427820,4213KC,VR08,Gelderland-Zuid,"0,161238223",,TRUE,5357318691264
2020-09-13,9037,Gorinchem,128920,427820,4213KC,VR18,Zuid-Holland-Zuid,"0,838761777",,TRUE,5357318691264
2020-09-13,9040,Haaften,143762,426073,4175LN,VR08,Gelderland-Zuid,1,,TRUE,5640552334951
2020-09-13,10001,Zeist,142900,455400,3704GS,VR09,Utrecht,1,,TRUE,5645137063148
2020-09-13,10003,De Bilt,140410,458920,3737AE,VR09,Utrecht,1,,TRUE,6293468174508
2020-09-13,10036,Houten,137418,448864,3992LK,VR09,Utrecht,1,,TRUE,6322451536712
2020-09-13,26005,Sleeuwijk,123500,425300,4254LB,VR20,Midden- en West-Brabant,1,,TRUE,10205199678798
2020-09-13,17076,Schelluinen,123868,428442,4209SZ,VR09,Utrecht,"0,168927733",,TRUE,11041147085900
2020-09-13,17076,Schelluinen,123868,428442,4209SZ,VR18,Zuid-Holland-Zuid,"0,831072267",,TRUE,11041147085900
2020-09-13,10009,Utrecht,135481,458130,3552TJ,VR09,Utrecht,1,,TRUE,11544861288070
2020-09-13,17048,Goedereede,59100,427100,3252LV,VR17,Rotterdam-Rijnmond,1,,TRUE,12167561360986
2020-09-13,31005,Westpoort,115200,491871,1045AR,VR13,Amsterdam-Amstelland,1,,TRUE,19352480985694
2020-09-13,11014,Amsterdam West,114580,490289,1046BS,VR13,Amsterdam-Amstelland,"0,989553131",,TRUE,29151735910110
2020-09-13,11014,Amsterdam West,114580,490289,1046BS,VR09,Utrecht,"0,010446869",,TRUE,29151735910110
2020-09-14,3033,Echten,224791,525338,7909HS,VR03,Drenthe,"0,969794629",,TRUE,0
2020-09-14,3033,Echten,224791,525338,7909HS,VR04,IJsselland,"0,030205371",,TRUE,0
2020-09-14,30018,Meijel,188600,373400,5768PC,VR23,Limburg-Noord,1,,TRUE,0
2020-09-14,1038,Scheve Klap,260935,587450,9944VB,VR01,Groningen,1,,TRUE,0
2020-09-14,27006,Soerendonk,169275,369189,6027RC,VR22,Brabant-Zuidoost,1,,TRUE,0
2020-09-14,13003,Velsen,105573,497099,1981LE,VR12,Kennemerland,1,,TRUE,0
2020-09-14,1024,Ulrum,218293,596732,9971CW,VR01,Groningen,1,,TRUE,0
2020-09-14,1026,Hoogezand,247700,576900,9611CE,VR01,Groningen,1,,TRUE,0
2020-09-14,27009,Haaren,143700,399800,5076NA,VR21,Brabant-Noord,"0,2870421",,TRUE,603148927813
2020-09-14,27009,Haaren,143700,399800,5076NA,VR20,Midden- en West-Brabant,"0,7129579",,TRUE,603148927813
2020-09-14,30005,Weert,179300,364200,6001AC,VR23,Limburg-Noord,1,,TRUE,647010856995
2020-09-14,1034,Feerwerd,227800,591300,9892TC,VR01,Groningen,1,,TRUE,797607448368
2020-09-14,9042,Millingen aan de Rijn,198791,430874,6579JC,VR08,Gelderland-Zuid,1,,TRUE,1015504278839
2020-09-14,17057,Rozenburg,75200,437200,3181LK,VR17,Rotterdam-Rijnmond,1,,TRUE,1074916197882
2020-09-14,1028,Onderdendam,235354,594013,9959PH,VR01,Groningen,1,,TRUE,1239131118015
2020-09-14,9032,Zetten,177316,438939,6668AA,VR07,Gelderland-Midden,1,,TRUE,1524825545822
2020-09-14,1030,Winsum,229349,594707,9951TG,VR01,Groningen,1,,TRUE,2046535925159
2020-09-14,33001,Foxhol,243400,576300,9607PW,VR03,Drenthe,"0,507656316",,TRUE,2574426868407
2020-09-14,33001,Foxhol,243400,576300,9607PW,VR01,Groningen,"0,492343684",,TRUE,2574426868407
2020-09-14,30019,Wijlre,190800,315300,6321AM,VR24,Limburg-Zuid,1,,TRUE,2930117550507
2020-09-14,13010,Haarlem Waarderpolder,105881,489932,2031BH,VR12,Kennemerland,1,,TRUE,2930681038462
2020-09-14,9026,Dodewaard,172000,436900,6669CX,VR08,Gelderland-Zuid,1,,TRUE,3199079366145
2020-09-14,17062,Heenvliet,76600,431700,3218LE,VR17,Rotterdam-Rijnmond,1,,TRUE,3365661925439
2020-09-14,10028,Nieuwegein,133256,446219,3401RZ,VR09,Utrecht,1,,TRUE,3460847669653
2020-09-14,13033,Leiden Zuid-West,92339,461320,2324AB,VR15,Haaglanden,"0,007372899",,TRUE,3682190121781
2020-09-14,13033,Leiden Zuid-West,92339,461320,2324AB,VR16,Hollands-Midden,"0,992627101",,TRUE,3682190121781
2020-09-14,13005,Zwanenburg,110897,486164,1161GG,VR12,Kennemerland,1,,TRUE,3710013800650
2020-09-14,27011,Biest-Houtakker,140100,390200,5084HW,VR22,Brabant-Zuidoost,"0,130256657",,TRUE,3807708529825
2020-09-14,27011,Biest-Houtakker,140100,390200,5084HW,VR20,Midden- en West-Brabant,"0,869743343",,TRUE,3807708529825
2020-09-14,13042,Bodegraven,110267,455080,2411NB,VR16,Hollands-Midden,1,,TRUE,4200520321726
2020-09-14,27010,Sint-Oedenrode,159021,396687,5492VB,VR21,Brabant-Noord,"0,29726163",,TRUE,4685625217435
2020-09-14,27010,Sint-Oedenrode,159021,396687,5492VB,VR22,Brabant-Zuidoost,"0,70273837",,TRUE,4685625217435
2020-09-14,13035,Alphen Noord,106240,461275,2406LJ,VR16,Hollands-Midden,1,,TRUE,4711318829566
2020-09-14,13039,Gouda,108721,446220,2808ND,VR16,Hollands-Midden,1,,TRUE,4847018962174
2020-09-14,17040,Oostvoorne,67633,437263,3233LT,VR17,Rotterdam-Rijnmond,1,,TRUE,5032761391866
2020-09-14,1041,Wehe Den Hoorn,223410,598470,9964TC,VR01,Groningen,1,,TRUE,5107250262512
2020-09-14,9015,Valburg,182136,435694,6675BM,VR07,Gelderland-Midden,1,,TRUE,6546773933499
2020-09-14,9038,Gendt,193433,431657,6691MN,VR07,Gelderland-Midden,1,,TRUE,5563244319813
2020-09-14,13044,Zwaanshoek,101777,479776,2136LR,VR13,Amsterdam-Amstelland,"0,167393501",,TRUE,5694145157626
2020-09-14,13044,Zwaanshoek,101777,479776,2136LR,VR16,Hollands-Midden,"0,12787853",,TRUE,5694145157626
2020-09-14,13044,Zwaanshoek,101777,479776,2136LR,VR12,Kennemerland,"0,704727969",,TRUE,5694145157626
2020-09-14,30014,Kerkrade,201600,321700,6468XV,VR24,Limburg-Zuid,1,,TRUE,6292437335359
2020-09-14,9043,Lienden,165015,440964,4033CS,VR08,Gelderland-Zuid,1,,TRUE,5109903798117
2020-09-14,30013,Rimburg,204500,325700,6374LS,VR24,Limburg-Zuid,1,,TRUE,6793666992547
2020-09-14,14003,Leidsche Rijn,131118,458344,3543AH,VR09,Utrecht,1,,TRUE,8455440100137
2020-09-14,17078,Zwijndrecht,99372,425252,3336LM,VR18,Zuid-Holland-Zuid,1,,TRUE,11348194514800
2020-09-14,17070,Hoogvliet,82529,432268,3193KA,VR17,Rotterdam-Rijnmond,1,,TRUE,12012748079430
2020-09-14,27005,Hapert,144800,376500,5527JR,VR22,Brabant-Zuidoost,1,,TRUE,12241118272527
2020-09-14,27003,Eindhoven,163244,385678,5631AG,VR22,Brabant-Zuidoost,1,,TRUE,13678282139329
2020-09-14,15008,Harnaschpolder,81598,447803,2635BX,VR15,Haaglanden,"0,959505899",,TRUE,13921304091795
2020-09-14,15008,Harnaschpolder,81598,447803,2635BX,VR16,Hollands-Midden,"0,004198207",,TRUE,13921304091795
2020-09-14,15008,Harnaschpolder,81598,447803,2635BX,VR17,Rotterdam-Rijnmond,"0,036295894",,TRUE,13921304091795
2020-09-14,17044,Dordrecht,110155,425519,3313LA,VR18,Zuid-Holland-Zuid,1,,TRUE,15151991210539
2020-09-14,9024,Nijmegen,183502,429077,6551DK,VR08,Gelderland-Zuid,1,,TRUE,16029071337441
2020-09-14,17077,Spijkenisse,84500,428600,3207LD,VR17,Rotterdam-Rijnmond,1,,TRUE,19428391950897
2020-09-14,13048,Waddinxveen Randenburg,105547,452319,2741KR,VR16,Hollands-Midden,1,,TRUE,19727402068580
2020-09-14,13049,Alphen Kerk en Zanen,102928,460234,2408AE,VR16,Hollands-Midden,1,,TRUE,22392480270114
2020-09-14,15005,Houtrust,78484,455921,2566GJ,VR15,Haaglanden,1,,TRUE,39482814191002
2020-09-14,14002,Woerden,118500,455400,3449HJ,VR16,Hollands-Midden,"0,110441357",,TRUE,201811120755261
2020-09-14,14002,Woerden,118500,455400,3449HJ,VR09,Utrecht,"0,889558643",,TRUE,201811120755261
2020-09-15,2029,Birdaard,188000,590300,9111HR,VR02,Friesland,1,,TRUE,0
2020-09-15,2028,Dokkum,197210,593150,9101WZ,VR02,Friesland,1,,TRUE,0
2020-09-15,2038,Franeker,166837,577207,8801JW,VR02,Friesland,1,,TRUE,0
2020-09-15,3031,Gieten,248000,559600,9461AL,VR03,Drenthe,1,,TRUE,0
2020-09-15,2015,Gorredijk,199899,558357,8401JD,VR02,Friesland,1,,TRUE,0
2020-09-15,2036,Grouw,183910,567340,9001ZD,VR02,Friesland,1,,TRUE,0
2020-09-15,2032,Harlingen,159027,576146,8861KT,VR02,Friesland,1,,TRUE,0
2020-09-15,2002,Oosterwolde,214900,556300,8431VV,VR02,Friesland,1,,TRUE,0
2020-09-15,2041,Schiermonnikoog,208491,610210,9166SL,VR02,Friesland,1,,TRUE,0
2020-09-15,3023,Tweede Exloermond,260088,548924,7571BM,VR03,Drenthe,1,,TRUE,0
2020-09-15,1045,Veendam,256430,569700,9644XW,VR01,Groningen,1,,TRUE,0
2020-09-15,2040,Vlieland,134800,590200,8899BB,VR02,Friesland,1,,TRUE,0
2020-09-15,25019,Chaam,117900,391600,4861TA,VR20,Midden- en West-Brabant,1,,TRUE,0
2020-09-15,13012,Haarlem Schalkwijk,106080,487038,2035RB,VR12,Kennemerland,1,,TRUE,0
2020-09-15,1031,Gaarkeuken,217500,585000,9821TJ,VR01,Groningen,1,,TRUE,0
2020-09-15,1032,Marum,213502,574380,9363TG,VR01,Groningen,1,,TRUE,0
2020-09-15,1008,Stadskanaal,260571,559393,9501LH,VR01,Groningen,1,,TRUE,358129667826
2020-09-15,2021,Damwoude,197783,588948,9113AV,VR02,Friesland,1,,TRUE,414351764655
2020-09-15,18009,De Verseput,50242,411049,4321TD,VR19,Zeeland,1,,TRUE,467123617696
2020-09-15,30016,Heugem,178114,314163,6247EN,VR24,Limburg-Zuid,1,,TRUE,488872439145
2020-09-15,4025,Dalfsen,212700,502900,7722PA,VR04,IJsselland,1,,TRUE,577071014732
2020-09-15,2017,Sint Annaparochie,171800,587500,9079MK,VR02,Friesland,1,,TRUE,721460887813
2020-09-15,2024,Sloten,172000,546200,8556XC,VR02,Friesland,1,,TRUE,864337298568
2020-09-15,3010,Assen,234705,558203,9403AK,VR03,Drenthe,1,,TRUE,883901201563
2020-09-15,2025,Akkrum,185000,562100,8491EK,VR02,Friesland,1,,TRUE,914957645924
2020-09-15,2011,Leeuwarden,184401,578940,8937AN,VR02,Friesland,1,,TRUE,1104867785743
2020-09-15,2019,Kootstertille,203700,582200,9288XA,VR02,Friesland,1,,TRUE,1150828764962
2020-09-15,2023,Bolsward,164100,565330,8701PG,VR02,Friesland,1,,TRUE,1177452922543
2020-09-15,2013,Burgum,196200,577800,9262ND,VR02,Friesland,1,,TRUE,1190168812316
2020-09-15,30021,Stein,180600,331700,6171RN,VR24,Limburg-Zuid,1,,TRUE,1203538797752
2020-09-15,2037,Warns,155244,544925,8722HN,VR02,Friesland,1,,TRUE,1296437499937
2020-09-15,4030,Hessenpoort,207700,505031,8028PP,VR04,IJsselland,1,,TRUE,1449101164545
2020-09-15,2020,Ameland,177292,606470,9162ED,VR02,Friesland,1,,TRUE,1499473442684
2020-09-15,2027,Lemmer,176200,541600,8531ZX,VR02,Friesland,1,,TRUE,1850537911245
2020-09-15,2018,Sneek,172100,559600,8608XW,VR02,Friesland,1,,TRUE,1947835251668
2020-09-15,2012,Drachten,200760,569642,9206AG,VR02,Friesland,1,,TRUE,1987956116795
2020-09-15,25001,Rijen,122799,401716,5121PH,VR20,Midden- en West-Brabant,1,,TRUE,2034270676252
2020-09-15,2016,Wolvega,195559,544588,8471AC,VR02,Friesland,1,,TRUE,2036500956035
2020-09-15,4027,Tollebeek,175622,521799,8309PP,VR25,Flevoland,1,,TRUE,2163225814300
2020-09-15,2031,Heerenveen,189100,553800,8447GC,VR02,Friesland,1,,TRUE,2217539046897
2020-09-15,17065,Groot-Ammers,118611,438691,2964AM,VR16,Hollands-Midden,"0,373528879",,TRUE,2386210138699
2020-09-15,17065,Groot-Ammers,118611,438691,2964AM,VR09,Utrecht,"0,135795763",,TRUE,2386210138699
2020-09-15,17065,Groot-Ammers,118611,438691,2964AM,VR18,Zuid-Holland-Zuid,"0,490675358",,TRUE,2386210138699
2020-09-15,25026,Baarle-Nassau,121073,384500,5113TC,VR20,Midden- en West-Brabant,1,,TRUE,2580307624209
2020-09-15,1023,Zuidhorn 2,221500,585400,9801TA,VR01,Groningen,1,,TRUE,2670737062390
2020-09-15,25014,Waspik,124200,413000,5165NM,VR20,Midden- en West-Brabant,1,,TRUE,3214929727946
2020-09-15,1039,Scheemda,262970,576581,9679TW,VR01,Groningen,1,,TRUE,3593870518326
2020-09-15,9020,Overasselt,183549,418860,6611LA,VR08,Gelderland-Zuid,1,,TRUE,3429603740579
2020-09-15,9010,Groesbeek,194179,419116,6562KK,VR08,Gelderland-Zuid,1,,TRUE,3519016348215
2020-09-15,25003,Waalwijk,133200,413700,5145PX,VR20,Midden- en West-Brabant,1,,TRUE,3701785933916
2020-09-15,6003,Dronten,177400,505500,8251KM,VR25,Flevoland,1,,TRUE,3809384759193
2020-09-15,27004,Boxtel,150900,402200,5283SC,VR21,Brabant-Noord,1,,TRUE,3834499348601
2020-09-15,9039,Dreumel,158613,426637,6621KX,VR08,Gelderland-Zuid,1,,TRUE,5675505174300
2020-09-15,9017,Bergharen,172712,428608,6617KE,VR08,Gelderland-Zuid,1,,TRUE,4711182975756
2020-09-15,1029,Leek,220680,574356,9351NS,VR01,Groningen,1,,TRUE,4908090507371
2020-09-15,30015,Hoensbroek,192119,324888,6433PA,VR24,Limburg-Zuid,1,,TRUE,4914049314259
2020-09-15,1010,Ter Apel,270200,544900,9561AL,VR01,Groningen,1,,TRUE,5016235825950
2020-09-15,9016,Arnhem,187878,442241,6841HJ,VR07,Gelderland-Midden,"0,864490095",,TRUE,7390692421943
2020-09-15,9016,Arnhem,187878,442241,6841HJ,VR08,Gelderland-Zuid,"0,135509905",,TRUE,7390692421943
2020-09-15,2030,Workum,159300,553900,8711JH,VR02,Friesland,1,,TRUE,6143030460650
2020-09-15,9027,Druten,169058,433793,6651BP,VR08,Gelderland-Zuid,1,,TRUE,6272605496665
2020-09-15,16010,Kralingseveer,96837,435900,2909LM,VR17,Rotterdam-Rijnmond,1,,TRUE,6903314607678
2020-09-15,32002,Tilburg,132554,401565,5048TD,VR20,Midden- en West-Brabant,1,,TRUE,7260528330072
2020-09-15,17011,Ridderkerk,101964,431762,2984BP,VR17,Rotterdam-Rijnmond,1,,TRUE,7686472259368
2020-09-15,2026,Terschelling,145100,598000,8881HC,VR02,Friesland,1,,TRUE,7733928524877
2020-09-15,2022,Joure,180039,554315,8512AT,VR02,Friesland,1,,TRUE,7797782169353
2020-09-15,13023,Noordwijk,90748,470767,2201AH,VR16,Hollands-Midden,1,,TRUE,8119580969850
2020-09-15,16009,Kortenoord,103000,442900,2911BS,VR16,Hollands-Midden,"0,777027027",,TRUE,8256053553650
2020-09-15,16009,Kortenoord,103000,442900,2911BS,VR17,Rotterdam-Rijnmond,"0,222972973",,TRUE,8256053553650
2020-09-15,1025,Zuidhorn 1,221500,585400,9801TA,VR01,Groningen,1,,TRUE,8504518104773
2020-09-15,10012,De Meern,128630,455740,3454HE,VR09,Utrecht,1,,TRUE,8966392863701
2020-09-15,10032,Oudewater,118424,448016,3421GK,VR09,Utrecht,1,,TRUE,10403536139748
2020-09-15,9013,Asperen,136056,432812,4147CV,VR08,Gelderland-Zuid,1,,TRUE,10770939153746
2020-09-15,1033,Garmerwolde,240219,585040,9798TC,VR01,Groningen,1,,TRUE,12456937740257
2020-09-15,10038,Lopik,125557,442432,3411ML,VR16,Hollands-Midden,1,,TRUE,12549991901656
2020-09-15,18006,Westerschouwen,42833,412362,4328NP,VR19,Zeeland,1,,TRUE,16807421472369
2020-09-15,10024,Montfoort,124219,450515,3417XK,VR09,Utrecht,1,,TRUE,23997291839643
2020-09-15,17061,Dokhaven,91503,434572,3087EH,VR17,Rotterdam-Rijnmond,1,,TRUE,20855866027647
2020-09-16,12019,Stolpen,111100,535800,1751DA,VR10,Noord-Holland-Noord,1,,TRUE,0
2020-09-16,7018,Dinxperlo,229680,430250,7091HB,VR06,Noord- en Oost-Gelderland,1,,TRUE,0
2020-09-16,4022,Holten,225030,473360,7451NG,VR04,IJsselland,"0,265811389",,TRUE,0
2020-09-16,4022,Holten,225030,473360,7451NG,VR05,Twente,"0,734188611",,TRUE,0
2020-09-16,7017,Varsseveld,228600,441200,7051GH,VR06,Noord- en Oost-Gelderland,1,,TRUE,0
2020-09-16,29003,Land van Cuijk,190002,412063,5443PL,VR21,Brabant-Noord,1,,TRUE,0
2020-09-16,25016,Nieuw-Vossemeer,74100,399000,4681SN,VR20,Midden- en West-Brabant,1,,TRUE,0
2020-09-16,17054,Piershil,83701,423791,3265LC,VR18,Zuid-Holland-Zuid,1,,TRUE,0
2020-09-16,5004,Vriezenveen,239758,491849,7671SP,VR05,Twente,1,,TRUE,0
2020-09-16,5011,Denekamp,267103,489800,7591NK,VR05,Twente,1,,TRUE,0
2020-09-16,5023,Nijverdal,228913,487487,7443TB,VR04,IJsselland,"0,037550549",,TRUE,0
2020-09-16,5023,Nijverdal,228913,487487,7443TB,VR05,Twente,"0,962449451",,TRUE,0
2020-09-16,12025,Wieringermeer,130400,538700,1775SB,VR10,Noord-Holland-Noord,1,,TRUE,286365745730
2020-09-16,4023,Kampen,188724,509149,8263CH,VR04,IJsselland,1,,TRUE,450526844461
2020-09-16,8019,Bennekom,173535,445450,6721ND,VR07,Gelderland-Midden,1,,TRUE,454546389373
2020-09-16,7002,Aalten,236500,436700,7122LA,VR06,Noord- en Oost-Gelderland,1,,TRUE,547270411895
2020-09-16,7016,Winterswijk,245363,444972,7103AX,VR06,Noord- en Oost-Gelderland,1,,TRUE,584617876034
2020-09-16,8021,Ede,170941,450113,6715AT,VR07,Gelderland-Midden,1,,TRUE,606707256270
2020-09-16,9031,Beesd,140030,434280,4153BT,VR08,Gelderland-Zuid,1,,TRUE,857471810567
2020-09-16,30011,Simpelveld,196000,316000,6369XV,VR24,Limburg-Zuid,1,,TRUE,1190305435191
2020-09-16,5022,Rijssen,232872,481806,7461JH,VR05,Twente,1,,TRUE,1229190808438
2020-09-16,25008,Ossendrecht,80900,378500,4641JM,VR20,Midden- en West-Brabant,1,,TRUE,1270185541806
2020-09-16,17002,Bergambacht,113800,439300,2861CD,VR16,Hollands-Midden,1,,TRUE,1476500680488
2020-09-16,7021,Olburgen,207000,451200,7225NB,VR07,Gelderland-Midden,"0,618727776",,TRUE,1478911138177
2020-09-16,7021,Olburgen,207000,451200,7225NB,VR06,Noord- en Oost-Gelderland,"0,381272224",,TRUE,1478911138177
2020-09-16,7019,Zutphen,210116,463825,7202CM,VR06,Noord- en Oost-Gelderland,1,,TRUE,1512665893035
2020-09-16,30022,Susteren,186972,341598,6114RG,VR23,Limburg-Noord,"0,321863866",,TRUE,1692485817315
2020-09-16,30022,Susteren,186972,341598,6114RG,VR24,Limburg-Zuid,"0,678136134",,TRUE,1692485817315
2020-09-16,17005,Stolwijk,112400,443700,2821SH,VR16,Hollands-Midden,1,,TRUE,1768474305713
2020-09-16,30020,Venray,196603,395898,5804CG,VR23,Limburg-Noord,1,,TRUE,1787569002878
2020-09-16,4021,Raalte,214653,490119,8101NJ,VR04,IJsselland,"0,96571788",,TRUE,1787711432378
2020-09-16,4021,Raalte,214653,490119,8101NJ,VR05,Twente,"0,03428212",,TRUE,1787711432378
2020-09-16,21001,Walcheren,31809,385219,4389VM,VR19,Zeeland,1,,TRUE,1941422963818
2020-09-16,25021,Bath,75629,379539,4411SV,VR20,Midden- en West-Brabant,1,,TRUE,2422972397680
2020-09-16,12018,Wieringen,131100,549100,1779GX,VR10,Noord-Holland-Noord,1,,TRUE,2545125019599
2020-09-16,5005,Tubbergen,248825,492193,7651LR,VR05,Twente,1,,TRUE,2557935487666
2020-09-16,10029,Wijk Bij Duurstede,149593,442642,3961MT,VR09,Utrecht,1,,TRUE,2576166583096
2020-09-16,17053,De Groote Zaag,100600,434600,2931LD,VR16,Hollands-Midden,"0,405761818",,TRUE,2641025292090
2020-09-16,17053,De Groote Zaag,100600,434600,2931LD,VR17,Rotterdam-Rijnmond,"0,594238182",,TRUE,2641025292090
2020-09-16,7020,Nieuwgraaf,197283,442850,6921RG,VR07,Gelderland-Midden,"0,908482385",,TRUE,2751326230453
2020-09-16,7020,Nieuwgraaf,197283,442850,6921RG,VR06,Noord- en Oost-Gelderland,"0,091517615",,TRUE,2751326230453
2020-09-16,20010,Camperlandpolder,40406,399510,4493PD,VR19,Zeeland,1,,TRUE,3053090625042
2020-09-16,30003,Limmel,177400,320200,6222NL,VR24,Limburg-Zuid,1,,TRUE,3253187220610
2020-09-16,7023,Haarlo,237600,459600,7273PT,VR06,Noord- en Oost-Gelderland,1,,TRUE,3262580794011
2020-09-16,25012,Putte,85400,375600,4645GZ,VR20,Midden- en West-Brabant,1,,TRUE,3286055144291
2020-09-16,8024,Renkum,178200,442100,6871CJ,VR07,Gelderland-Midden,1,,TRUE,3357009931498
2020-09-16,4019,Deventer,205851,476223,7414KA,VR04,IJsselland,1,,TRUE,3486189200150
2020-09-16,11004,Hilversum,142826,470610,1223LE,VR14,Gooi en Vechtstreek,1,,TRUE,3534255803001
2020-09-16,18007,Mastgat,63300,405700,4311TD,VR19,Zeeland,1,,TRUE,3623629542176
2020-09-16,10020,Woudenberg,158675,455096,3931MR,VR07,Gelderland-Midden,"0,341985268",,TRUE,3997297607503
2020-09-16,10020,Woudenberg,158675,455096,3931MR,VR09,Utrecht,"0,658014732",,TRUE,3997297607503
2020-09-16,30017,Venlo,208583,377116,5928NM,VR23,Limburg-Noord,1,,TRUE,4013099722911
2020-09-16,7015,Lichtenvoorde,235700,446200,7131RB,VR06,Noord- en Oost-Gelderland,1,,TRUE,4065852430115
2020-09-16,30007,Bosscherveld,175697,319239,6219NW,VR24,Limburg-Zuid,1,,TRUE,4309084891574
2020-09-16,10027,Amersfoort,152483,464648,3812RH,VR09,Utrecht,1,,TRUE,4318907843962
2020-09-16,5018,Ootmarsum,259958,492709,7637PG,VR05,Twente,1,,TRUE,4606520940554
2020-09-16,7022,Etten,218761,438451,7061GK,VR06,Noord- en Oost-Gelderland,1,,TRUE,5072935734379
